County,Region,State,Above or Below?,Avg. Adult Obesity (% of pop),Avg. Adult Smokers (% of pop),Avg. Food Insecure (% of pop),Avg. Physically Inactive (% of pop),Avg. Regional Obesity Rate,Latitude (generated),Longitude (generated)
Powell,West,Montana,2% above,28%,18%,14%,26%,26%,46.9379,-113.0493
Beaver,West,Utah,2% above,28%,10%,14%,30%,26%,38.362,-113.2065
Goshen,West,Wyoming,2% above,28%,18%,14%,27%,26%,42.0853,-104.3534
Yuma,West,Colorado,2% above,28%,14%,11%,25%,26%,40.0165,-102.4226
Caribou,West,Idaho,2% above,28%,15%,12%,25%,26%,42.7202,-111.5787
Morgan,West,Colorado,2% above,28%,14%,12%,20%,26%,40.2687,-103.8108
Big Horn,West,Wyoming,2% above,28%,16%,12%,23%,26%,44.5851,-107.9869
Sanders,West,Montana,2% above,28%,20%,18%,25%,26%,47.6957,-115.1536
Juab,West,Utah,2% above,28%,10%,15%,22%,26%,39.6657,-112.8826
Lincoln,West,Oregon,2% above,28%,17%,15%,18%,26%,44.661,-123.8306
Sutter,West,California,2% above,28%,13%,18%,22%,26%,39.0209,-121.7078
Crook,West,Wyoming,2% above,28%,15%,12%,29%,26%,44.5882,-104.5708
Mohave,West,Arizona,2% above,28%,20%,19%,32%,26%,35.6177,-113.9958
Roosevelt,West,New Mexico,2% above,28%,20%,18%,25%,26%,34.0899,-103.4948
Natrona,West,Wyoming,2% above,28%,20%,12%,23%,26%,42.9727,-106.7878
Bannock,West,Idaho,2% above,28%,16%,16%,20%,26%,42.6408,-112.163
Laramie,West,Wyoming,2% above,28%,20%,12%,23%,26%,41.3266,-104.6666
Glenn,West,California,2% above,28%,15%,16%,17%,26%,39.5921,-122.4405
Franklin,West,Idaho,2% above,28%,16%,13%,23%,26%,42.2148,-111.8462
Coos,West,Oregon,2% above,28%,17%,17%,20%,26%,43.1398,-124.0606
Wibaux,West,Montana,2% above,28%,17%,12%,30%,26%,47.0207,-104.1863
Uintah,West,Utah,2% above,28%,11%,14%,24%,26%,40.1698,-109.5135
Skagit,West,Washington,2% above,28%,15%,13%,19%,26%,48.4771,-121.7638
Spokane,West,Washington,2% above,28%,16%,16%,19%,26%,47.6423,-117.4305
Union,West,New Mexico,2% above,28%,17%,15%,27%,26%,36.3704,-103.5249
Dawson,West,Montana,2% above,28%,17%,12%,27%,26%,47.3283,-104.9234
Converse,West,Wyoming,2% above,28%,17%,11%,28%,26%,42.8966,-105.4856
Kern,West,California,2% above,29%,17%,15%,22%,26%,35.3032,-118.7204
Lander,West,Nevada,2% above,29%,17%,8%,22%,26%,40.0429,-117.0563
Lewis,West,Idaho,2% above,29%,17%,16%,21%,26%,46.2308,-116.3601
Malheur,West,Oregon,2% above,29%,19%,15%,20%,26%,43.2329,-117.6274
Snohomish,West,Washington,3% above,29%,13%,12%,19%,26%,48.0379,-121.682
Thurston,West,Washington,3% above,29%,14%,14%,17%,26%,46.9724,-122.8948
Butte,West,Idaho,3% above,29%,16%,16%,24%,26%,43.7614,-113.0807
Benewah,West,Idaho,3% above,29%,17%,18%,25%,26%,47.2169,-116.6847
San Bernardino,West,California,3% above,29%,14%,13%,19%,26%,34.8464,-116.1156
Millard,West,Utah,3% above,29%,9%,14%,27%,26%,39.0955,-113.0316
Fresno,West,California,3% above,29%,13%,17%,19%,26%,36.7515,-119.6373
Tehama,West,California,3% above,29%,15%,17%,21%,26%,40.1258,-122.2124
Churchill,West,Nevada,3% above,29%,18%,15%,24%,26%,39.5395,-118.2919
Carbon,West,Utah,3% above,29%,13%,16%,24%,26%,39.641,-110.6021
Okanogan,West,Washington,3% above,29%,18%,15%,26%,26%,48.4732,-119.7409
Garfield,West,Utah,3% above,29%,11%,17%,25%,26%,37.8459,-111.4965
Curry,West,Oregon,3% above,29%,15%,17%,19%,26%,42.4773,-124.2135
Valley,West,Montana,3% above,29%,17%,13%,28%,26%,48.3347,-106.5325
Clatsop,West,Oregon,3% above,29%,17%,15%,17%,26%,46.0053,-123.6441
Klamath,West,Oregon,3% above,29%,18%,17%,20%,26%,42.8067,-121.8166
Cascade,West,Montana,3% above,29%,18%,14%,26%,26%,47.266,-111.4165
Richland,West,Montana,3% above,29%,18%,11%,27%,26%,47.7521,-104.6391
Yakima,West,Washington,3% above,29%,17%,12%,24%,26%,46.5669,-120.6488
Nye,West,Nevada,3% above,29%,18%,17%,29%,26%,37.5883,-116.5304
Bear Lake,West,Idaho,3% above,29%,16%,14%,25%,26%,42.3017,-111.3162
Clearwater,West,Idaho,3% above,29%,16%,18%,21%,26%,46.5961,-115.6489
Sweetwater,West,Wyoming,3% above,29%,19%,11%,26%,26%,41.6405,-108.9887
Merced,West,California,3% above,29%,16%,17%,21%,26%,37.1882,-120.609
San Joaquin,West,California,3% above,29%,14%,16%,19%,26%,37.8911,-121.2517
Douglas,West,Washington,3% above,29%,14%,11%,20%,26%,47.6869,-119.7491
Adams,West,Idaho,3% above,29%,17%,19%,22%,26%,44.8572,-116.5409
Weston,West,Wyoming,3% above,29%,18%,13%,25%,26%,43.8403,-104.5684
Solano,West,California,4% above,30%,12%,15%,18%,26%,38.29,-121.9027
Kitsap,West,Washington,4% above,30%,13%,13%,19%,26%,47.6727,-122.6826
Tulare,West,California,4% above,30%,15%,15%,18%,26%,36.2683,-118.8232
Uinta,West,Wyoming,4% above,30%,18%,13%,25%,26%,41.3156,-110.5477
Elmore,West,Idaho,4% above,30%,18%,16%,27%,26%,43.4545,-115.5288
Pondera,West,Montana,4% above,30%,20%,14%,27%,26%,48.2343,-112.4465
Yamhill,West,Oregon,4% above,30%,16%,13%,18%,26%,45.2547,-123.2325
Pinal,West,Arizona,4% above,30%,17%,16%,26%,26%,32.9849,-111.4931
Lyon,West,Nevada,4% above,30%,17%,17%,28%,26%,39.0782,-119.0327
Chaves,West,New Mexico,4% above,30%,18%,15%,26%,26%,33.3103,-104.326
Clark,West,Washington,4% above,30%,14%,15%,19%,26%,45.8042,-122.52
Curry,West,New Mexico,4% above,30%,20%,17%,28%,26%,34.6369,-103.3746
Skamania,West,Washington,4% above,30%,15%,15%,23%,26%,45.9743,-121.9292
Custer,West,Montana,4% above,30%,17%,12%,28%,26%,46.3205,-105.5301
Eddy,West,New Mexico,4% above,30%,18%,13%,24%,26%,32.4808,-104.2872
Sheridan,West,Montana,4% above,30%,16%,11%,32%,26%,48.6974,-104.5431
Stevens,West,Washington,4% above,30%,17%,16%,23%,26%,48.3997,-117.8489
San Juan,West,New Mexico,4% above,30%,21%,19%,24%,26%,36.5045,-108.3355
Yuma,West,Arizona,4% above,30%,15%,22%,28%,26%,32.7539,-113.9364
Jefferson,West,Idaho,4% above,30%,16%,13%,23%,26%,43.8407,-112.3361
Harney,West,Oregon,4% above,30%,17%,19%,20%,26%,43.0263,-119.0802
Sevier,West,Utah,5% above,31%,10%,16%,25%,26%,38.7797,-111.7638
Bonneville,West,Idaho,5% above,31%,14%,13%,20%,26%,43.3324,-111.4337
Cassia,West,Idaho,5% above,31%,17%,13%,24%,26%,42.3415,-113.6441
Shoshone,West,Idaho,5% above,31%,18%,20%,28%,26%,47.5044,-116.0148
Navajo,West,Arizona,5% above,31%,23%,24%,24%,26%,35.3134,-110.2972
Tooele,West,Utah,5% above,31%,11%,13%,21%,26%,40.4924,-113.1134
Pierce,West,Washington,5% above,31%,17%,15%,20%,26%,47.0256,-122.0375
Douglas,West,Oregon,5% above,31%,18%,17%,19%,26%,43.324,-122.8891
Jefferson,West,Oregon,5% above,31%,18%,16%,19%,26%,44.6083,-121.0936
Benton,West,Washington,5% above,31%,14%,13%,18%,26%,46.2826,-119.5709
Power,West,Idaho,5% above,31%,20%,12%,24%,26%,42.7221,-112.8182
Garfield,West,Washington,6% above,32%,14%,14%,30%,26%,46.3542,-117.5476
Franklin,West,Washington,6% above,32%,15%,10%,19%,26%,46.4669,-118.9422
La Paz,West,Arizona,6% above,32%,16%,18%,30%,26%,33.6724,-113.9329
Washington,West,Idaho,6% above,32%,18%,14%,29%,26%,44.4975,-116.8616
Jerome,West,Idaho,6% above,32%,20%,13%,23%,26%,42.672,-114.2745
Graham,West,Arizona,6% above,32%,18%,16%,23%,26%,33.0361,-109.958
Gooding,West,Idaho,6% above,32%,19%,13%,24%,26%,42.9221,-114.8406
Lake,West,Oregon,6% above,32%,17%,18%,19%,26%,42.8178,-120.6468
Elko,West,Nevada,6% above,32%,18%,10%,21%,26%,41.0619,-115.5301
Lincoln,West,Idaho,6% above,32%,19%,14%,23%,26%,42.9844,-114.1546
Canyon,West,Idaho,6% above,32%,18%,15%,22%,26%,43.5865,-116.6532
